,hotel_name,app_name,category,permit_day,address,permit_date,keido,ido,year,age,count
524,Ｋｙｏｔｏ Ｈｏｍｅ 吉田,"有限会社マグ広告ドットコム
代表取締役　丸山　純孝",簡易宿所,H28.08.26,京都市左京区吉田下阿達町１４番地２,2016-08-26 00:00:00,135.77506975,35.0222766,2016,2010,1
47,ＵＨＯＫＵ,"株式会社　ヴィンテージ・デジャヴ・京都
代表取締役　鵜野　祥宏",簡易宿所,H28.08.26,京都市北区紫野西御所田町２４番地３,2016-08-26 00:00:00,135.7504526,35.04099405,2016,2010,1
812,上洛居,"株式会社　三川
代表取締役　王　穎",簡易宿所,H28.08.29,京都市中京区西ノ京南円町１０３番地,2016-08-29 00:00:00,135.73144346,35.01784052,2016,2010,1
811,Ｇｕｅｓｔｈｏｕｓｅ　Ｔａｋｅｓｈｉ,"假谷　佳子
　",簡易宿所,H28.08.29,京都市中京区御幸町通二条上る達磨町６１６番地５，６１６番地３,2016-08-29 00:00:00,135.76665398,35.01478009,2016,2010,1
810,京都西院　料理好きの家,"山本　晋平
　",簡易宿所,H28.08.29,京都市中京区壬生東淵田町１８番地６,2016-08-29 00:00:00,135.7351489,35.00525278,2016,2010,1
525,宿ｙａ　葵,"ガーデン・ワールド株式会社
代表取締役　藤井　裕久",簡易宿所,H28.08.29,京都市左京区下鴨貴船町１０８番地１,2016-08-29 00:00:00,135.76845138,35.04160215,2016,2010,1
2636,山本Ⅱ,"山本　光雄
　",簡易宿所,H28.08.29,京都市南区吉祥院定成町１８番地６,2016-08-29 00:00:00,135.73624633,34.97753839999999,2016,2010,1
3170,Serendipity @Kyoto,"多原　樹一 
代表取締役　成田　旭",簡易宿所,H28.08.29,京都市伏見区深草ススハキ町３１番地７,2016-08-29 00:00:00,135.76796792,34.94589216,2016,2010,1
813,香水庵,"香水　亜希子
　",簡易宿所,H28.08.30,京都市中京区衣棚通二条上る竪大恩寺町７３５番地,2016-08-30 00:00:00,135.75744653,35.01465509,2016,2010,1
2129,鈴　七条高瀬川,"株式会社　レアル
代表取締役　児玉　舟",簡易宿所,H28.08.31,京都市下京区七条通木屋町上る大宮町２０５番地８,2016-08-31 00:00:00,135.76565484,34.98983219,2016,2010,1
2128,Natsu,"中島　智里
　",簡易宿所,H28.08.31,京都市下京区間之町通五条下る二丁目塗師屋町１１９番地,2016-08-31 00:00:00,135.76203839,34.99488727,2016,2010,1
2637,東寺苑,"辻本　光宏
　",簡易宿所,H28.08.31,京都市南区西九条戒光寺町５番地６,2016-08-31 00:00:00,135.75165354,34.98487685,2016,2010,1
1459,ＧＵＥＳＴ　ＨＯＵＳＥ　ゆるり,"河野　晃三
　",簡易宿所,H28.09.01,京都市東山区新橋大和大路東入三丁目林下町４３４番地４,2016-09-01 00:00:00,135.77716433,35.00512815,2016,2010,1
526,神宮の杜,"株式会社ホームズホールディングス
代表取締役　柏原　優一",簡易宿所,H28.09.07,京都市左京区高野泉町６番地５,2016-09-07 00:00:00,135.78539392,35.04661559,2016,2010,1
2130,紀秀　松原,"大下　由紀子
　",簡易宿所,H28.09.07,京都市下京区油小路通松原上る麓町６５０番地４,2016-09-07 00:00:00,135.7533974,34.99916462,2016,2010,1
2638,Ｓａｋｕｒａ,"堀内　綾香
　",簡易宿所,H28.09.08,京都市南区西九条池ノ内町86番地,2016-09-08 00:00:00,135.75292293,34.98331866,2016,2010,1
2131,ゲストハウス　利灸,"株式会社　按幸堂
代表取締役　德見　崇",簡易宿所,H28.09.08,京都市下京区東洞院通七条下る二丁目東塩小路町８４５番地,2016-09-08 00:00:00,135.76213034,34.98675739,2016,2010,1
814,Ｒｉｎｎ　Ｎｉｊｏ　Ｃａｓｔｌｅ,"サンプットイン株式会社
代表取締役　日置　顕三",簡易宿所,H28.09.08,京都市中京区猪熊通姉小路下る姉猪熊町３２２番地２,2016-09-08 00:00:00,135.75061681,35.00918323,2016,2010,1
218,Ａｋｉ,"神田　千愛
　",簡易宿所,H28.09.09,京都市上京区油小路通一条上る二丁目革堂西町,2016-09-09 00:00:00,135.75364955,35.02778714,2016,2010,1
527,ＲＰ　川端二条,"合同会社　ロケットパンチ
代表社員　前田　悠図",簡易宿所,H28.09.09,京都市左京区川端通二条下る孫橋町９番地３,2016-09-09 00:00:00,135.77257568,35.01304968,2016,2010,1
2132,サンプット七条壬生,"株式会社ゲストハウスイン
代表取締役　中村　淳",簡易宿所,H28.09.09,京都市下京区西酢屋町３番地１２，６番地３,2016-09-09 00:00:00,135.74620385,34.99011526,2016,2010,1
1460,白川コテージ,"株式会社　日本の窓
代表取締役　ルガシ・アブラハム",簡易宿所,H28.09.12,京都市東山区白川筋東川端三条下る梅宮町,2016-09-12 00:00:00,135.77935295,35.00738074,2016,2010,1
223,四季十楽　４号,"株式会社　長谷ホテルシステムズ
代表取締役　長谷　拓治郎",簡易宿所,H28.09.13,京都市上京区油小路通下立売上る近衛町１６５番地,2016-09-13 00:00:00,135.75317738,35.02041288,2016,2010,1
528,お寺の宿　常林寺（離レ）,"株式会社ＭｏｏｏＫ
代表取締役　松尾　瑠衣",簡易宿所,H28.09.13,京都市左京区田中下柳町１８番地,2016-09-13 00:00:00,135.77336998,35.02956192,2016,2010,1
219,京町家ゲストハウス　かみわたり,"松井　省悟
　",簡易宿所,H28.09.13,京都市上京区新町通今出川下る徳大寺殿町３６１番地２,2016-09-13 00:00:00,135.75586323,35.02827321,2016,2010,1
220,四季十楽　１号,"株式会社　長谷ホテルシステムズ
代表取締役　長谷　拓治郎",簡易宿所,H28.09.13,京都市上京区油小路通下立売上る近衛町１６５番地,2016-09-13 00:00:00,135.75317738,35.02041288,2016,2010,1
221,四季十楽　２号,"株式会社　長谷ホテルシステムズ
代表取締役　長谷　拓治郎",簡易宿所,H28.09.13,京都市上京区油小路通下立売上る近衛町１６５番地,2016-09-13 00:00:00,135.75317738,35.02041288,2016,2010,1
225,四季十楽　６号,"株式会社　長谷ホテルシステムズ
代表取締役　長谷　拓治郎",簡易宿所,H28.09.13,京都市上京区油小路通下立売上る近衛町１６５番地，,2016-09-13 00:00:00,135.75317738,35.02041288,2016,2010,1
2639,Ｋ’ｓ　ｈｏｍｅ,"株式会社Ｋ’ｓホーム
代表取締役　大島　清孝",簡易宿所,H28.09.13,京都市南区東九条東御霊町５８番地１５,2016-09-13 00:00:00,135.76376100000002,34.97752492,2016,2010,1
227,四季十楽　８号,"株式会社　長谷ホテルシステムズ
代表取締役　長谷　拓治郎",簡易宿所,H28.09.13,京都市上京区油小路通下立売上る近衛町１６５番地，,2016-09-13 00:00:00,135.75317738,35.02041288,2016,2010,1
222,四季十楽　３号,"株式会社　長谷ホテルシステムズ
代表取締役　長谷　拓治郎",簡易宿所,H28.09.13,京都市上京区油小路通下立売上る近衛町１６５番地,2016-09-13 00:00:00,135.75317738,35.02041288,2016,2010,1
228,四季十楽　９号,"株式会社　長谷ホテルシステムズ
代表取締役　長谷　拓治郎",簡易宿所,H28.09.13,京都市上京区油小路通下立売上る近衛町１６５番地，,2016-09-13 00:00:00,135.75317738,35.02041288,2016,2010,1
229,四季十楽　１０号,"株式会社　長谷ホテルシステムズ
代表取締役　長谷　拓治郎",簡易宿所,H28.09.13,京都市上京区油小路通下立売上る近衛町１６５番地,2016-09-13 00:00:00,135.75317738,35.02041288,2016,2010,1
3171,プライベートレジデンス伏見稲荷,"レイバーランド有限会社
代表取締役　齋藤　勉",簡易宿所,H28.09.13,京都市伏見区深草ススハキ町１番地１２,2016-09-13 00:00:00,135.76796792,34.94589216,2016,2010,1
226,四季十楽　７号,"株式会社　長谷ホテルシステムズ
代表取締役　長谷　拓治郎",簡易宿所,H28.09.13,京都市上京区油小路通下立売上る近衛町１６５番地，,2016-09-13 00:00:00,135.75317738,35.02041288,2016,2010,1
1461,やすらぎ,"加藤　蓮姫
　",簡易宿所,H28.09.14,京都市東山区下河原通高台寺門前下河原町４７６番地６,2016-09-14 00:00:00,135.77898648,35.00006749,2016,2010,1
1462,雅屋,"山田　新太朗
　",簡易宿所,H28.09.16,京都市東山区大黒町通松原下る一丁目北御門町２５８番地４,2016-09-16 00:00:00,135.77150951,34.99822319,2016,2010,1
1463,戸戸家　泉涌寺（CoCo House Sennewji）,"株式会社　ＣＯＣＯ屋
代表取締役　山中　清",簡易宿所,H28.09.16,京都市東山区泉涌寺東林町２１番地２,2016-09-16 00:00:00,135.77597055,34.98139434,2016,2010,1
2133,アーバイン京都　河原町通,"株式会社　ユキ・コーポレーション
代表取締役　中本　晴邦",簡易宿所,H28.09.16,京都市下京区土手町通正面上る溜池町３５９番地１,2016-09-16 00:00:00,135.76450766,34.99220419,2016,2010,1
2134,風神,"松山　寛紀
　",簡易宿所,H28.09.16,京都市下京区西七条東石ケ坪町１６番地,2016-09-16 00:00:00,135.73581016,34.99298435,2016,2010,1
816,二条城黒門別邸,"東坂米菓有限会社
代表取締役　東坂　正和",簡易宿所,H28.09.20,京都市中京区新シ町通御池下る大文字町２３４番地１，２３８番地１,2016-09-20 00:00:00,135.76875375,35.01620774,2016,2010,1
815,御宿　らく,"林　信介
　",簡易宿所,H28.09.20,京都市中京区壬生東檜町９番地１０,2016-09-20 00:00:00,135.73547119,34.99973379,2016,2010,1
1464,清水五条Ｎ邸,"合同会社　うさぎの大家
代表社員　株式会社東京フィナンシャル会計事務所　東京都渋谷区神山町１０番８号　職務執行者　能勢　元",簡易宿所,H28.09.20,京都市東山区本町二丁目７４番地２,2016-09-20 00:00:00,135.77011255,34.99414298,2016,2010,1
48,ＣＯＴＯ金閣寺,"株式会社　古都
代表取締役　白岩　貢",簡易宿所,H28.09.20,京都市北区紫野十二坊町８番地４６,2016-09-20 00:00:00,135.74015351,35.03795539,2016,2010,1
1466,麻呂家　若宮八幡,"アジアンエージェンシー合同会社
代表社員　福井　清高",簡易宿所,H28.09.20,京都市東山区五条坂若宮八幡南前下る慈法院庵町５８９番地１８,2016-09-20 00:00:00,135.77563976,34.99306535,2016,2010,1
1465,おもてなし京都,"株式会社　プログレス
代表取締役　奥村　拓",簡易宿所,H28.09.20,京都市東山区松原通大和大路西入弓矢町９番地,2016-09-20 00:00:00,135.77094289,34.9986537,2016,2010,1
2136,可凛,"國松　薫
　",簡易宿所,H28.09.20,京都市下京区若宮通六条下る若宮町５５４番地,2016-09-20 00:00:00,135.75602236,34.9933901,2016,2010,1
2135,大隠於市,"孫　哲梅
　",簡易宿所,H28.09.20,京都市下京区新町通五条下る蛭子町１１６番地４,2016-09-20 00:00:00,135.75686387,34.99559271,2016,2010,1
2640,プライベートレジデンス京都東寺,"レイバーランド有限会社
代表取締役　齋藤　勉",簡易宿所,H28.09.21,京都市南区西九条東比永城町４６番地３,2016-09-21 00:00:00,135.75064542,34.9784857,2016,2010,1
2641,京のお宿　ＡＺＵ,"李　永平
　",簡易宿所,H28.09.21,京都市南区東九条中殿田町１６番地３,2016-09-21 00:00:00,135.75750044,34.98127721,2016,2010,1
2642,K＆K　HOUSE,"小島　雄二
　",簡易宿所,H28.09.21,京都市南区唐橋西平垣町１番地３,2016-09-21 00:00:00,135.73243271,34.98025759,2016,2010,1
2643,宿彩　アートステイ　イン　東寺町家,"epiphany株式会社
代表取締役　パウル・ナサニエル",簡易宿所,H28.09.21,京都市南区西九条南小路町２７番地４,2016-09-21 00:00:00,135.75049814,34.98139101,2016,2010,1
817,まつい別邸　二条城西,"松井　陽子
　",簡易宿所,H28.09.21,京都市中京区聚楽廻中町５２番地１０,2016-09-21 00:00:00,135.74062872,35.01684077,2016,2010,1
818,ＢｎＡ　Ｋｙｏｔｏ,"ＢｎＡ株式会社
代表取締役　福垣　慶吾",簡易宿所,H28.09.26,京都市中京区油小路通六角下る六角油小路町３３４番地１,2016-09-26 00:00:00,135.75388046,35.00643071,2016,2010,1
1467,ゲストハウス　ソイ,"株式会社　素居
代表取締役　植田　麻紀",簡易宿所,H28.09.26,京都市東山区渋谷通東大路東入二丁目下馬町５０９番地２,2016-09-26 00:00:00,135.77759236,34.99174605,2016,2010,1
2138,プライベートレジデンス京都高瀬川,"レイバーランド有限会社
代表取締役　齋藤　勉",簡易宿所,H28.09.26,京都市下京区西木屋町通松原上る三丁目市之町２６０番地１６,2016-09-26 00:00:00,135.76920688,35.00106181,2016,2010,1
2137,吉御座,"吉田　憲一郎
　",簡易宿所,H28.09.26,京都市下京区大宮通仏光寺下る五坊大宮町７１番地５,2016-09-26 00:00:00,135.7488311,35.00121441,2016,2010,1
2140,ＴＡＫＥＹＡ　ＧＯＪＯ　ＨＯＮＫＡＮ,"ＪＩＵＮ　ＨＡＯ　ＮＥＯＨ
　",簡易宿所,H28.09.27,京都市下京区堺町通五条上る俵屋町２２５番地８,2016-09-27 00:00:00,135.76342150000002,34.99711488,2016,2010,1
2644,Minami House,"森田　さなえ
　",簡易宿所,H28.09.27,京都市南区東九条東御霊町６６番地４,2016-09-27 00:00:00,135.7635888,34.97714163,2016,2010,1
529,ゲストハウス　もたな,"キリンクラフト有限会社
代表取締役　煎江　繁雄",簡易宿所,H28.09.27,京都市左京区田中南大久保町12番地15,2016-09-27 00:00:00,135.77906393,35.03486135,2016,2010,1
819,京料理　箔,"株式会社　近又
代表取締役　田畑　利彦",簡易宿所,H28.09.27,京都市中京区木屋町通三条上る上大阪町５２８番地３,2016-09-27 00:00:00,135.77107868,35.00962776,2016,2010,1
2139,ＴＡＫＥＹＡ　ＧＯＪＯ　ＢＥＫＫＡＮ,"ＪＩＵＮ　ＨＡＯ　ＮＥＯＨ
　",簡易宿所,H28.09.27,京都市下京区堺町通五条上る俵屋町２２５番地６,2016-09-27 00:00:00,135.76355204,34.99713988,2016,2010,1
2141,ゲストハウス　トマローカ文覚町,"トマローカ合同会社
代表社員　ウイッティ・トーマス",簡易宿所,H28.09.27,京都市下京区東中筋通七条上る文覚町３９４番地３,2016-09-27 00:00:00,135.75470869,34.99029589,2016,2010,1
1468,Ｋｏｔｏｈａ　清水,"株式会社　ゲストハウスイン
代表取締役　中村　淳",簡易宿所,H28.09.27,京都市東山区五条橋東六丁目５３４番地１７，１８，,2016-09-27 00:00:00,135.77780898,34.99243765,2016,2010,1
3172,伏見稲荷タウンハウス,"李　建徳
　",簡易宿所,H28.09.29,京都市伏見区深草西川原町２６番地２０,2016-09-29 00:00:00,135.76404977,34.97148949,2016,2010,1
230,せんりょう,"株式会社　洛龍菴
代表取締役　本庄　竜介",簡易宿所,H28.09.29,京都市上京区中町通丸太町上る俵屋町４３６番地１,2016-09-29 00:00:00,135.76978695,35.01830754,2016,2010,1
231,まゆみ,"有限会社　ＭＡＥＲホールディングス
代表取締役　佐藤　まゆみ",簡易宿所,H28.09.29,京都市上京区下長者町通六軒町西入利生町２９４番地４２,2016-09-29 00:00:00,135.74046475,35.02283467,2016,2010,1
1469,フォーシーズンズホテル＆ホテルレジデンス,"ベルジャヤ京都ディベロップメント株式会社
代表取締役　リュウ・ケン・ウン",ホテル,H28.09.30,京都市東山区妙法院前側町４４５番地３,2016-09-30 00:00:00,135.77639807,34.99079892,2016,2010,1
530,京師三条　華な乃,"才藤　詔子
　",簡易宿所,H28.10.07,京都市左京区新丸太町７０番地３,2016-10-07 00:00:00,135.7735173,35.01072767,2016,2010,1
2645,鈴　九条針小路　五八,"伊藤　徹
　",簡易宿所,H28.10.07,京都市南区西九条針小路町５８番地,2016-10-07 00:00:00,135.75157581,34.98280479,2016,2010,1
1470,水蓮,"申　史永
　",簡易宿所,H28.10.11,京都市東山区一橋野本町２９番地７,2016-10-11 00:00:00,135.76977124,34.98313568,2016,2010,1
531,京町家宿　杉谷,"株式会社　橋本コーポレーション
代表取締役　橋本　博",簡易宿所,H28.10.11,京都市左京区二条通川端東入二丁目杉本町２６６番地５,2016-10-11 00:00:00,135.77466713,35.01401904,2016,2010,1
2142,木下,"木下　栄一
　",簡易宿所,H28.10.11,京都市下京区木屋町通松原下る材木町４３６番地２,2016-10-11 00:00:00,135.76824041,34.99785653,2016,2010,1
820,ホスタ二条泉,"株式会社　ホスタ
代表取締役　東尾　浩史",簡易宿所,H28.10.11,京都市中京区西ノ京池ノ内町２６番地３９,2016-10-11 00:00:00,135.74561175,35.00892763,2016,2010,1
821,熊秀庵,"株式会社　クマシュー工務店
代表取締役　熊岡　秀史",簡易宿所,H28.10.11,京都市中京区小川通二条下る古城町３４７番地３,2016-10-11 00:00:00,135.75393859,35.01314406,2016,2010,1
3173,"Ｇｕｅｓｔ　Ｈｏｕｓｅ　Ｌｉｔｔｌｅ　Ｒｅｔｒｅａｔ
ゲストハウス リトル・リトリート","王　岩
　",簡易宿所,H28.10.11,京都市伏見区深草芳本町６６４番地２,2016-10-11 00:00:00,135.7692958,34.94994463,2016,2010,1
2647,ゲストハウス半夏生,"株式会社オシドリ
代表取締役　呂　楽陽",簡易宿所,H28.10.12,京都市南区東九条西岩本町３番地７，３番地８,2016-10-12 00:00:00,135.76304705,34.98273276,2016,2010,1
2646,綾　ＡＹＡ,"堀内　綾香
　",簡易宿所,H28.10.12,京都市南区西九条比永城町１９番地,2016-10-12 00:00:00,135.74936216,34.97841347,2016,2010,1
1474,ＳＡＮＺＥＮ－ＹＡ,"木塚　幸代
　",簡易宿所,H28.10.12,京都市東山区大和大路塩小路下る蒔田町５４９番地７,2016-10-12 00:00:00,135.77101268,34.98677424,2016,2010,1
1471,古門前荘,"株式会社　Ｍ
代表取締役　武藤　雅浩",簡易宿所,H28.10.12,京都市東山区古門前通大和大路東入元町３８２番地１,2016-10-12 00:00:00,135.77363406,35.00683078,2016,2010,1
1472,宮鴨庵,"岡山　文美
　",簡易宿所,H28.10.12,京都市東山区宮川筋四条下る宮川筋六丁目３７０番地２，３７０番地９,2016-10-12 00:00:00,135.77423409,35.00358939,2016,2010,1
1473,ＵＵ　ＨＯＵＳＥ・ＴＯＦＵＫＵＪＩ　優遊ハウス・東福寺の家,"株式会社　日本優遊
代表取締役　洪　介貞",簡易宿所,H28.10.12,京都市東山区福稲柿本町２０番地９２,2016-10-12 00:00:00,135.76865482,34.97868052,2016,2010,1
2648,ＭＯＳＡＩＣ　ＨＯＳＴＥＬ　ＫＹＯＴＯ,"株式会社　ＣＯＴＯ
代表取締役　皇甫　千賀",簡易宿所,H28.10.13,京都市南区西九条春日町４番地１,2016-10-13 00:00:00,135.75521730000003,34.98030226,2016,2010,1
232,やまぶき,"株式会社　洛龍菴
代表取締役　本庄　竜介",簡易宿所,H28.10.13,京都市上京区中町通丸太町上る俵屋町４３６番地２,2016-10-13 00:00:00,135.7697564,35.01827144,2016,2010,1
822,永巧舎三号館,"大薮　巧
　",簡易宿所,H28.10.13,京都市中京区壬生西大竹町２４番地,2016-10-13 00:00:00,135.73289906,35.00705538,2016,2010,1
2143,ホテルカンラ京都,"ＵＤＳ株式会社
代表取締役　中川　敬文",ホテル,H28.10.14,京都市下京区烏丸通六条下る北町１９０番地,2016-10-14 00:00:00,135.75943316,34.99355679,2016,2010,1
2649,京トラスト,"株式会社ハイトラスト
代表取締役　坂口　祐司",簡易宿所,H28.10.14,京都市南区八条内田町６５番地２４,2016-10-14 00:00:00,135.74414024,34.981643700000006,2016,2010,1
233,歓喜の宿　－ＫＹＯＴＯ　ＮＩＳＨＩＪＩＮ－,"西村　伊三男
　",簡易宿所,H28.10.14,京都市上京区寺之内通北裏大宮西入二丁目歓喜町２１６番地１,2016-10-14 00:00:00,135.74623904,35.034542,2016,2010,1
3174,桃山の宿,"株式会社　ワイアンドエス
代表取締役　堀内　一男",簡易宿所,H28.10.14,京都市伏見区桃山水野左近東町８１番地１,2016-10-14 00:00:00,135.7686204,34.94227025,2016,2010,1
823,ＪＡＰＡＮＩＮＧ　ＨＯＴＥＬ　円町Ⅱ,"ＪＡＰＡＮＩＮＧ株式会社
代表取締役　中野　拓磨",簡易宿所,H28.10.17,京都市中京区西ノ京上平町４９番地１,2016-10-17 00:00:00,135.73380435,35.01844606,2016,2010,1
2650,ＣＯＴＯ東寺西門Ⅱ,"株式会社古都
代表取締役　白岩　貢",簡易宿所,H28.10.17,京都市南区八条内田町８９番地１１,2016-10-17 00:00:00,135.74549016,34.98067157,2016,2010,1
2651,京御宿　室町,"小島　登世志
　",簡易宿所,H28.10.17,京都市南区東九条上殿田町１５番地,2016-10-17 00:00:00,135.75835313,34.98201883,2016,2010,1
2652,JAPANING HOTEL KYOTO HANNARI,"株式会社　アーキ建築企画
代表取締役　高山　景敏",簡易宿所,H28.10.17,京都市南区西九条開ケ町１番地２,2016-10-17 00:00:00,135.75130092,34.97626647,2016,2010,1
532,栄之屋（ｈａｌｏ　ｈｏｕｓｅ）,"株式会社　三川
代表取締役　王　穎",簡易宿所,H28.10.17,京都市左京区丸太町通川端東入東丸太町１４番地３５,2016-10-17 00:00:00,135.77359218,35.01701321,2016,2010,1
2145,Ｅｌｉｔｚ　ＩＮＮ　Ｔｈｉｒｄ,"株式会社　エリッツホールディングス
代表取締役　槙野　常美",簡易宿所,H28.10.17,京都市下京区堺町通松原下る鍛冶屋町２５７番地　１階,2016-10-17 00:00:00,135.76354922,34.99845643,2016,2010,1
2144,朱雀庵,"北村　喜子
　",簡易宿所,H28.10.17,京都市下京区中堂寺南町１０番地１９,2016-10-17 00:00:00,135.74090973,34.99436485,2016,2010,1
1476,白檮,"橋本　寿子
　",簡易宿所,H28.10.18,京都市東山区本町十一丁目２１３番地２,2016-10-18 00:00:00,135.77071282,34.98212747,2016,2010,1
1478,ルマチヤ大黒町,"ＴＹＨＮ株式会社
代表取締役　伊藤　大輔",簡易宿所,H28.10.18,京都市東山区大黒町通五条上る大黒町３０２番地１３,2016-10-18 00:00:00,135.7708374,34.99674276,2016,2010,1
1475,六波羅Ｉｎｎ,"松﨑　一博
　",簡易宿所,H28.10.18,京都市東山区松原通大和大路東入二丁目轆轤町１０１番地３６,2016-10-18 00:00:00,135.77439534,34.99730106,2016,2010,1
1479,京町家　叶う,"ＫＡＮＡＵ合同会社
代表社員　玉城　勇人",簡易宿所,H28.10.18,京都市東山区三条通南裏二筋目白川筋西入堤町５１２番地６,2016-10-18 00:00:00,135.77931959,35.00871396,2016,2010,1
1477,松島屋（神宮道）,"株式会社　パル
代表取締役　松島　正雄",簡易宿所,H28.10.18,京都市東山区三条通白川橋東入二丁目西町１４３番地１,2016-10-18 00:00:00,135.78239151,35.00903616,2016,2010,1
49,Ｍｕｒａｓａｋｉ　Ｇｕｅｓｔｈｏｕｓｅ,"Ｓｚａｂｏ　Ｒｅｎａｔａ　Ａｎｄｒｅａ
　",簡易宿所,H28.10.19,京都市北区紫竹西高縄町２８番地４,2016-10-19 00:00:00,135.74771671,35.04612401,2016,2010,1
533,ロータリーマンション修学院イン京都,"山田　弘継
　",簡易宿所,H28.10.20,京都市左京区山端川原町７番地７　１階,2016-10-20 00:00:00,135.78997395,35.04994582,2016,2010,1
2653,遊屋,"山本　由矢
　",簡易宿所,H28.10.20,京都市南区東九条西岩本町３４－６,2016-10-20 00:00:00,135.7636553,34.9831383,2016,2010,1
234,シック・マチヤ・ステイ・布,"島根　里枝
　",簡易宿所,H28.10.20,京都市上京区大宮通寺之内上る三丁目筋違橋町５４５番地,2016-10-20 00:00:00,135.74905267,35.03681401,2016,2010,1
235,Ｈａｒｕ,"神田　千愛
　",簡易宿所,H28.10.20,京都市上京区油小路通一条上る二丁目革堂西町５３０番地,2016-10-20 00:00:00,135.75304682,35.02732607,2016,2010,1
236,ＹＵＫＩ,"神田　千愛
　",簡易宿所,H28.10.20,京都市上京区油小路通一条上る二丁目革堂西町５３０番地２,2016-10-20 00:00:00,135.75304682,35.02732607,2016,2010,1
237,千本丸太町ゲストハウス,"株式会社　千両
代表取締役　樋口　卓",簡易宿所,H28.10.20,京都市上京区丸太町通千本東入小山町８８７番地,2016-10-20 00:00:00,135.74234517,35.01928225,2016,2010,1
2146,松葉家旅館　新館,"有限会社　松葉家旅館
代表取締役　林　俊一",旅館,H28.10.20,京都市下京区上珠数屋町通東洞院西入上珠数屋町３２７番地,2016-10-20 00:00:00,135.76068308,34.99214859,2016,2010,1
824,京町家楽ｓａｎ,"山岡　富子
　",簡易宿所,H28.10.20,京都市中京区壬生相合町８０番地６,2016-10-20 00:00:00,135.74447317,35.00070328,2016,2010,1
2147,ＴＯＫＩＷＡＳＯ,"合同会社　町舗
代表社員　張　華",簡易宿所,H28.10.21,京都市下京区西木屋町通五条下る平居町２３番地,2016-10-21 00:00:00,135.76598519,34.99503174,2016,2010,1
3000,京の宿　おりづる,"有限会社　天神川ファクトリー
代表取締役　黒岩　義正",簡易宿所,H28.10.21,京都市右京区梅津北町６２番地，６２番地１４,2016-10-21 00:00:00,135.70149619999998,35.00344165,2016,2010,1
2654,ＣＯＴＯ東寺西門Ⅰ,"株式会社古都
代表取締役　白岩　貢",簡易宿所,H28.10.21,京都市南区八条内田町５７番地２１,2016-10-21 00:00:00,135.74407359,34.98102708,2016,2010,1
3175,Ｏｎｅ　Ｍｏｒｅ　Ｈｅａｒｔ,"株式会社ゲストハウス
代表取締役　吉田　奨",簡易宿所,H28.10.21,京都市伏見区深草フケノ内町１４番地５,2016-10-21 00:00:00,135.7676493,34.96735395,2016,2010,1
3085,ＪＡＰＡＮＩＮＧ　ＨＯＴＥＬ　ＬｉＶ　嵐楼閣,"株式会社ガーネット
代表取締役　中野　拓磨",ホテル,H28.10.21,京都市西京区嵐山中尾下町５４番地２,2016-10-21 00:00:00,135.67806703,35.01122427,2016,2010,1
2655,The guest house,"株式会社グリーンハーベスト
代表取締役　菊澤　拓真",簡易宿所,H28.10.25,京都市南区西九条島町２番地３,2016-10-25 00:00:00,135.75273416,34.97620816,2016,2010,1
238,かなや,"小林　慶輔
　",簡易宿所,H28.10.25,京都市上京区室町通寺之内上る三丁目上柳原町１０４番地１７,2016-10-25 00:00:00,135.75770203,35.03565018,2016,2010,1
239,ゲストハウス　エニシ,"阪上　法史
　",簡易宿所,H28.10.25,京都市上京区千本通寺之内下る花車町４８３番地,2016-10-25 00:00:00,135.74105067,35.03336422,2016,2010,1
50,紫野　卯庵,"新田　浩雅
　",簡易宿所,H28.10.26,京都市北区紫野西藤ノ森町１２番地２７,2016-10-26 00:00:00,135.74554187,35.03832491,2016,2010,1
825,京宿　日和,"株式会社　日和
代表取締役　張　煜",簡易宿所,H28.10.26,京都市中京区聚楽廻中町４１番地５,2016-10-26 00:00:00,135.74126474,35.01811567,2016,2010,1
826,姉西庵,"株式会社　Ｒ２
代表取締役　片山　聖子",簡易宿所,H28.10.26,京都市中京区姉小路通神泉苑東入姉西町４６番地１６,2016-10-26 00:00:00,135.74808095,35.00906654,2016,2010,1
1482,大和大路 Ｖｉｅｗ Ｓｅｖｅｎ,"平出　公一
　",簡易宿所,H28.10.26,京都市東山区大和大路通正面下る大和大路一丁目５３３番地８,2016-10-26 00:00:00,135.78074194,34.99443747,2016,2010,1
1480,梅の木庵,"赤﨑　盛久
　",簡易宿所,H28.10.26,京都市東山区白川筋東川端三条下る梅宮町４７９番地,2016-10-26 00:00:00,135.78015008,35.00818345,2016,2010,1
1481,清水五条　墨継ぐ,"百瀬　茂
　",簡易宿所,H28.10.26,京都市東山区五条橋東二丁目３２番地１４,2016-10-26 00:00:00,135.77153735,34.99568453,2016,2010,1
3176,ゲストハウス壹　（Ｇｕｅｓｔ　ｈｏｕｓｅ　Ｉｃｈｉ）  ,"株式会社オーワンコーポレーション
代表取締役　大内　政幸",簡易宿所,H28.10.27,京都市伏見区深草直違橋北１丁目４７７番地１６,2016-10-27 00:00:00,135.77002369,34.95360823,2016,2010,1
